C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_23_976.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_23_976.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_23_976.jpg,0,0,0,6.933794
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_082.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_082.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_082.jpg,0,0,0,6.864202
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_184.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_184.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_184.jpg,0,0,0,6.795306
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_285.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_285.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_285.jpg,0,0,0,6.727104
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_388.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_388.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_388.jpg,0,0.1147185,0,6.696536
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_489.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_489.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_489.jpg,0,0.4185303,0,6.979961
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_591.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_591.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_591.jpg,0,0.7241664,0,7.623064
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_694.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_694.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_694.jpg,0,1,0,8.612671
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_798.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_798.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_798.jpg,0,1,0,9.956529
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_24_898.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_24_898.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_24_898.jpg,0,1,0,11.06429
C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\center_2021_04_08_11_12_25_002.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\left_2021_04_08_11_12_25_002.jpg, C:\Users\DHANANJAY\OneDrive\Desktop\finding-lanes\Drive_log\IMG\right_2021_04_08_11_12_25_002.jpg,0,1,0,11.91261
